,Basic,Basic,Basic,Basic,Basic,,,Basic,Basic,Basic,Basic,Basic,Basic,Basic,,,,Basic,Basic,,Basic,Basic,Basic,Basic,Basic,Basic,Basic,Basic,,,,,,,,,,,,,,Basic,Basic,Basic,Basic,,,,,,,,,Basic,Basic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1402,Chevrolet,Aveo U-VA [2006-2012],LT 1.2,Discontinued,Small car,Hatchback,,4.98 Lakhs,,3880,1670,1495,2480,188,1075,220,5,5,2,1150,76,5500,110,4400,Manual,5,FWD,8V SOHC ,"4, Inline ",68.5 x 78 ,9.3:1 ,"2, SOHC ",,,Sequential Electronic Fuel Injection ,,,,,,Petrol,,15.26,45,McPherson Struts with Anti-roll bars ,Torsion Beam Axle ,Disc ,Drum ,,4.9,,,185 / 60 R14,185 / 60 R14,Sanddrift Grey;Caviar Black;Linen Beige;Velvet Red;Moonbeam White;Summit White;,background-color:#2b3033;height:100%;background-color:#2c2827;height:100%;background-color:#655e4c;height:100%;background-color:#730208;height:100%;background-color:#eae7d6;height:100%;background-color:#f2f2f2;height:100%;,1 (Driver Only),,,,,,Yes ,Yes,No ,No ,No ,,No ,No ,,,,,No ,With Key,No ,Yes ,Manual,No ,1,Tilt ,No ,Yes ,,,,,Co-Driver Only ,Yes ,,Fabric,Yes ,Yes ,,Front &amp; Rear ,,,,No ,,,,,,,,,With Cup Holder ,,60:40 split ,,,Front &amp; Rear ,,Front &amp; Rear ,,No ,No ,,,,Front &amp; Rear,,Internally Adjustable ,No ,Yes ,No ,,,No ,Front ,,,Internal ,No ,No ,Yes ,Yes ,No ,,,,Conventional ,No ,No ,No ,Front ,,,Yes ,No ,No ,,,,No ,No ,No ,Digital ,Yes ,Yes ,,,,,,,Yes ,2 Din ,,,No ,4,,,,Yes ,Yes ,No ,Yes ,,,,,3,100000,
,1100,Chevrolet,Aveo U-VA [2006-2012],LT 1.2 ABS,Discontinued,Small car,Hatchback,,5.03 Lakhs,,3880,1670,1495,2480,,,,5,5,,1150,76,5500,110,4400,Manual,5,FWD,,,,,,,,Sequential Electronic Fuel Injection ,,,,,,Petrol,,11.7,45,"Mcpherson Struts with Anti Torsion roll bars, Hydraulic shock-absorbers ","Torsion Beam, Gas Filled shock-absorbers ",Disc ,Drum ,,4.9,,,185 / 60 R14,185 / 60 R14,Intense Black;Velocity;Cashmere;Rainforest Green;Sterling Silver;Platinum Metallic;Blazing Red;,background-color:#000000;height:100%;background-color:#5E6FB3;height:100%;background-color:#AFB0AA;height:100%;background-color:#B3BFA6;height:100%;background-color:#c0BFC4;height:100%;background-color:#DDD9D6;height:100%;background-color:#FF0000;height:100%;,No,,,,,,,Yes,,,,,,,,,,,No ,Yes,,Yes ,Manual,,,Tilt &amp; Telescopic ,,,,,,,,,,Fabric,,,,,,,,,,,,,,,,,,,Yes ,,,,,Front Only ,,,,,,,Front Only,,,,Yes ,Yes ,,,,,,,,No ,,,,,,,,,,,,Front ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No ,,No ,,,,,,,
,1099,Chevrolet,Aveo U-VA [2006-2012],LT 1.2 ABS &amp; Airbag,Discontinued,Small car,Hatchback,,5 Lakhs,,3880,1670,1495,2480,,,,5,5,,1150,76,5500,110,4400,Manual,5,FWD,,,,,,,,Sequential Electronic Fuel Injection ,,,,,,Petrol,,11.7,45,"Mcpherson Struts with Anti Torsion roll bars, Hydraulic shock-absorbers ","Torsion Beam, Gas Filled shock-absorbers ",Disc ,Drum ,,4.9,,,185 / 60 R14,185 / 60 R14,Intense Black;Velocity;Cashmere;Rainforest Green;Sterling Silver;Platinum Metallic;Blazing Red;,background-color:#000000;height:100%;background-color:#5E6FB3;height:100%;background-color:#AFB0AA;height:100%;background-color:#B3BFA6;height:100%;background-color:#c0BFC4;height:100%;background-color:#DDD9D6;height:100%;background-color:#FF0000;height:100%;,No,,,,,,,No,,,,,,,,,,,No ,Yes,,Yes ,Manual,,,Tilt &amp; Telescopic ,,,,,,,,,,Fabric,,,,,,,,,,,,,,,,,,,Yes ,,,,,Front Only ,,,,,,,Front Only,,,,Yes ,Yes ,,,,,,,,No ,,,,,,,,,,,,Front ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No ,,No ,,,,,,,
,4536,Chevrolet,Beat,LS Diesel,Production,Mini car,Hatchback,5.29 Lakhs,,http://imgd.aeplcdn.com/1056x594/cw/ec/21745/Chevrolet-Beat-Right-Front-Three-Quarter-81148.jpg?wm=0&amp;q=85;http://imgd.aeplcdn.com/1056x594/cw/ec/21745/Chevrolet-Beat-Right-Front-Three-Quarter-65346.jpg?wm=0&amp;t=155511107&amp;t=155511107&amp;q=85;http://imgd.aeplcdn.com/1056x594/cw/ec/21745/Chevrolet-Beat-left-rear-three-quarter-65348.jpg?wm=0&amp;t=155738550&amp;t=155738550&amp;q=85;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;,3640,1595,1520,2375,175,,170,5,5,2,936,57,4000,150,1750,Manual,5,FWD,1.0 XSDE ,"3, Inline ",,,"4, DOHC ",No ,No ,,Turbocharged ,Fixed Geometry ,No ,No ,No ,Diesel,Not Applicable,25.44,35,McPherson Strut ,Compound Link Type ,Disc ,Drum ,Power assisted (Electric) ,4.8,Steel Rims ,Steel ,165 / 65 R14,165 / 65 R14,Caviar Black;Satin Steel Grey;Sandrift Grey;Pull Me Over Red;Cocktail Green;Summit White;Summit White;Switch Blade Silver;,background-color:#1F1F1F;height:100%;background-color:#555128;height:100%;background-color:#555148;height:100%;background-color:#AA2621;height:100%;background-color:#C3D078;height:100%;background-color:#c5cccb;height:100%;background-color:#c5cccb;height:100%;background-color:#dadee1;height:100%;,No,No ,No ,No ,No ,No ,Yes ,No,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,Remote,No ,Yes ,Manual,No ,Yes ,No ,No ,No ,No ,No ,No ,Manual - Internal Only ,Co-Driver Only ,Yes ,No ,Fabric,No ,No ,Manual with Height Adjustment ,Front &amp; Rear ,Manual ,No ,No ,No ,Bench ,No ,No ,No ,No ,No ,Dual Tone ,Silver and Black ,No ,Partial ,60:40 split ,No ,Yes ,Front &amp; Rear ,No ,Front &amp; Rear ,No ,No ,No ,No ,No ,No ,Front Only,Body Coloured ,Internally Adjustable ,No ,No ,No ,Body Coloured ,Black ,No ,Front ,No ,No ,Internal with Remote ,No ,No ,No ,Yes ,No ,No ,No ,No ,Conventional ,No ,No ,No ,No ,Conventional ,Front ,No ,No ,No ,No ,Digital ,Electronic 2 Trips ,No ,No ,No ,Digital ,Yes ,Yes ,No ,No ,No ,No ,Digital ,No ,No ,Not Available ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,3,100000,
,4533,Chevrolet,Beat,LS Petrol,Production,Mini car,Hatchback,4.29 Lakhs,,http://imgd.aeplcdn.com/1056x594/cw/ec/21745/Chevrolet-Beat-Right-Front-Three-Quarter-81148.jpg?wm=0&amp;q=85;http://imgd.aeplcdn.com/1056x594/cw/ec/21745/Chevrolet-Beat-Right-Front-Three-Quarter-65346.jpg?wm=0&amp;t=155511107&amp;t=155511107&amp;q=85;http://imgd.aeplcdn.com/1056x594/cw/ec/21745/Chevrolet-Beat-left-rear-three-quarter-65348.jpg?wm=0&amp;t=155738550&amp;t=155738550&amp;q=85;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;,3640,1595,1520,2375,165,,170,5,5,2,1199,79,6200,108,4400,Manual,5,FWD,S-TEC II ,"4, Inline ",,,"4, DOHC ",No ,No ,,No ,No ,No ,No ,No ,Petrol,Not Applicable,18.6,35,McPherson Strut ,Compound Link Type ,Disc ,Drum ,Power assisted (Electric) ,4.8,Steel Rims ,Steel ,155 / 70 R14,155 / 70 R14,Caviar Black;Satin Steel Grey;Sandrift Grey;Pull Me Over Red;Cocktail Green;Summit White;Switch Blade Silver;,background-color:#1F1F1F;height:100%;background-color:#555128;height:100%;background-color:#555148;height:100%;background-color:#AA2621;height:100%;background-color:#C3D078;height:100%;background-color:#c5cccb;height:100%;background-color:#dadee1;height:100%;,No,No ,No ,No ,No ,No ,Yes ,No,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,Remote,No ,Yes ,Manual,No ,Yes ,No ,No ,No ,No ,No ,No ,Manual - Internal Only ,Co-Driver Only ,Yes ,No ,Fabric,No ,No ,Manual with Height Adjustment ,Front &amp; Rear ,Manual ,No ,No ,No ,Bench ,No ,No ,No ,No ,No ,Dual Tone ,Silver and Black ,No ,Partial ,60:40 split ,No ,Yes ,Front &amp; Rear ,No ,Front &amp; Rear ,No ,No ,No ,No ,No ,No ,Front Only,Body Coloured ,Internally Adjustable ,No ,No ,No ,Body Coloured ,Black ,No ,Front ,No ,No ,Internal with Remote ,No ,No ,No ,Yes ,No ,No ,No ,No ,Conventional ,No ,No ,No ,No ,Conventional ,Front ,No ,No ,No ,No ,Digital ,Electronic 2 Trips ,No ,No ,No ,Digital ,Yes ,Yes ,No ,No ,No ,No ,Digital ,No ,No ,Not Available ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,3,100000,
,4537,Chevrolet,Beat,LT Diesel,Production,Mini car,Hatchback,5.6 Lakhs,,http://imgd.aeplcdn.com/1056x594/cw/ec/21745/Chevrolet-Beat-Right-Front-Three-Quarter-81148.jpg?wm=0&amp;q=85;http://imgd.aeplcdn.com/1056x594/cw/ec/21745/Chevrolet-Beat-Right-Front-Three-Quarter-65346.jpg?wm=0&amp;t=155511107&amp;t=155511107&amp;q=85;http://imgd.aeplcdn.com/1056x594/cw/ec/21745/Chevrolet-Beat-left-rear-three-quarter-65348.jpg?wm=0&amp;t=155738550&amp;t=155738550&amp;q=85;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;,3640,1595,1520,2375,175,,170,5,5,2,936,57,4000,150,1750,Manual,5,FWD,1.0 XSDE ,"3, Inline ",,,"4, DOHC ",No ,No ,,Turbocharged ,Fixed Geometry ,No ,No ,No ,Diesel,Not Applicable,25.44,35,McPherson Strut ,Compound Link Type ,Disc ,Drum ,Power assisted (Electric) ,4.8,Steel Rims ,Steel ,165 / 65 R14,165 / 65 R14,Caviar Black;Satin Steel Grey;Sandrift Grey;Pull Me Over Red;Cocktail Green;Summit White;Switch Blade Silver;,background-color:#1F1F1F;height:100%;background-color:#555128;height:100%;background-color:#555148;height:100%;background-color:#AA2621;height:100%;background-color:#C3D078;height:100%;background-color:#c5cccb;height:100%;background-color:#dadee1;height:100%;,1 (Driver Only),No ,No ,No ,No ,No ,Yes ,No,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,Remote,No ,Yes ,Manual,No ,Yes ,Tilt ,No ,No ,No ,No ,No ,Manual - Internal Only ,Co-Driver Only ,Yes ,No ,Fabric,No ,No ,Manual with Height Adjustment ,Front &amp; Rear ,Manual ,No ,No ,No ,Bench ,No ,No ,No ,No ,No ,Dual Tone ,Silver and Black ,No ,Partial ,60:40 split ,No ,Yes ,Front &amp; Rear ,No ,Front &amp; Rear ,No ,No ,No ,No ,No ,No ,Front &amp; Rear,Body Coloured ,Internally Adjustable ,Yes ,Yes ,Yes ,Body Coloured ,Painted ,No ,Front ,No ,No ,Internal with Remote ,No ,No ,Yes ,Yes ,No ,No ,No ,No ,Conventional ,No ,No ,No ,Front ,Conventional ,Front ,No ,No ,No ,No ,Digital ,Electronic 2 Trips ,No ,No ,No ,Digital ,Yes ,Yes ,No ,No ,No ,No ,Digital ,No ,Yes ,2 Din ,No ,No ,No ,4,Yes ,Yes ,No ,Yes ,Yes ,No ,Yes ,No ,No ,Yes ,No ,3,100000,
,4534,Chevrolet,Beat,LT Petrol,Production,Mini car,Hatchback,4.85 Lakhs,,http://imgd.aeplcdn.com/1056x594/cw/ec/21745/Chevrolet-Beat-Right-Front-Three-Quarter-81148.jpg?wm=0&amp;q=85;http://imgd.aeplcdn.com/1056x594/cw/ec/21745/Chevrolet-Beat-Right-Front-Three-Quarter-65346.jpg?wm=0&amp;t=155511107&amp;t=155511107&amp;q=85;http://imgd.aeplcdn.com/1056x594/cw/ec/21745/Chevrolet-Beat-left-rear-three-quarter-65348.jpg?wm=0&amp;t=155738550&amp;t=155738550&amp;q=85;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;,3640,1595,1520,2375,165,,170,5,5,2,1199,79,6200,108,4400,Manual,5,FWD,S-TEC II ,"4, Inline ",,,"4, DOHC ",No ,No ,,No ,No ,No ,No ,No ,Petrol,Not Applicable,18.6,35,McPherson Strut ,Compound Link Type ,Disc ,Drum ,Power assisted (Electric) ,4.8,Steel Rims ,Steel ,155 / 70 R14,155 / 70 R14,Caviar Black;Satin Steel Grey;Sandrift Grey;Pull Me Over Red;Cocktail Green;Summit White;Switch Blade Silver;,background-color:#1F1F1F;height:100%;background-color:#555128;height:100%;background-color:#555148;height:100%;background-color:#AA2621;height:100%;background-color:#C3D078;height:100%;background-color:#c5cccb;height:100%;background-color:#dadee1;height:100%;,1 (Driver Only),No ,No ,No ,No ,No ,Yes ,No,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,Remote,No ,Yes ,Manual,No ,Yes ,Tilt ,No ,No ,No ,No ,No ,Manual - Internal Only ,Co-Driver Only ,Yes ,No ,Fabric,No ,No ,Manual with Height Adjustment ,Front &amp; Rear ,Manual ,No ,No ,No ,Bench ,No ,No ,No ,No ,No ,Dual Tone ,Silver and Black ,No ,Partial ,60:40 split ,No ,Yes ,Front &amp; Rear ,No ,Front &amp; Rear ,No ,No ,No ,No ,No ,No ,Front &amp; Rear,Body Coloured ,Internally Adjustable ,Yes ,Yes ,Yes ,Body Coloured ,Painted ,No ,Front ,No ,No ,Internal with Remote ,No ,No ,Yes ,Yes ,No ,No ,No ,No ,Conventional ,No ,No ,No ,Front ,Conventional ,Front ,No ,No ,No ,No ,Digital ,Electronic 2 Trips ,No ,No ,No ,Digital ,Yes ,Yes ,No ,No ,No ,No ,Digital ,No ,Yes ,2 Din ,No ,No ,No ,4,Yes ,Yes ,No ,Yes ,Yes ,No ,Yes ,No ,No ,Yes ,No ,3,100000,
,4539,Chevrolet,Beat,LTZ Diesel,Production,Mini car,Hatchback,6.04 Lakhs,,http://imgd.aeplcdn.com/1056x594/cw/ec/21745/Chevrolet-Beat-Right-Front-Three-Quarter-81148.jpg?wm=0&amp;q=85;http://imgd.aeplcdn.com/1056x594/cw/ec/21745/Chevrolet-Beat-Right-Front-Three-Quarter-65346.jpg?wm=0&amp;t=155511107&amp;t=155511107&amp;q=85;http://imgd.aeplcdn.com/1056x594/cw/ec/21745/Chevrolet-Beat-left-rear-three-quarter-65348.jpg?wm=0&amp;t=155738550&amp;t=155738550&amp;q=85;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;,3640,1595,1520,2375,175,,170,5,5,2,936,57,4000,150,1750,Manual,5,FWD,1.0 XSDE ,"3, Inline ",,,"4, DOHC ",No ,No ,,Turbocharged ,Fixed Geometry ,No ,No ,No ,Diesel,Not Applicable,25.44,35,McPherson Strut ,Compound Link Type ,Disc ,Drum ,Power assisted (Electric) ,4.8,Alloy Wheels ,Alloy ,165 / 65 R14,165 / 65 R14,Caviar Black;Satin Steel Grey;Sandrift Grey;Pull Me Over Red;Cocktail Green;Summit White;Switch Blade Silver;,background-color:#1F1F1F;height:100%;background-color:#555128;height:100%;background-color:#555148;height:100%;background-color:#AA2621;height:100%;background-color:#C3D078;height:100%;background-color:#c5cccb;height:100%;background-color:#dadee1;height:100%;,2 (Driver &amp; Co-Driver),No ,No ,No ,No ,No ,Yes ,Yes,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,Remote,No ,Yes ,Manual,No ,Yes ,Tilt ,No ,No ,No ,No ,No ,Manual - Internal Only ,Co-Driver Only ,Yes ,No ,Fabric,No ,No ,Manual with Height Adjustment ,Front &amp; Rear ,Manual ,No ,No ,No ,Bench ,No ,No ,No ,No ,No ,Dual Tone ,Silver and Black ,No ,Partial ,60:40 split ,No ,Yes ,Front &amp; Rear ,No ,Front &amp; Rear ,No ,No ,No ,No ,No ,No ,Front &amp; Rear,Body Coloured ,Internally Adjustable ,Yes ,Yes ,Yes ,Body Coloured ,Painted ,No ,Front ,No ,No ,Internal with Remote ,No ,No ,Yes ,Yes ,No ,No ,No ,No ,Conventional ,No ,No ,No ,Front ,Conventional ,Front ,No ,No ,No ,No ,Digital ,Electronic 2 Trips ,No ,No ,No ,Digital ,Yes ,Yes ,No ,No ,No ,No ,Digital ,No ,Yes ,2 Din ,No ,No ,No ,4,Yes ,Yes ,No ,Yes ,Yes ,No ,Yes ,No ,No ,Yes ,No ,3,100000,
,4538,Chevrolet,Beat,LTZ Petrol,Production,Mini car,Hatchback,4.92 Lakhs,,http://imgd.aeplcdn.com/1056x594/cw/ec/21745/Chevrolet-Beat-Right-Front-Three-Quarter-81148.jpg?wm=0&amp;q=85;http://imgd.aeplcdn.com/1056x594/cw/ec/21745/Chevrolet-Beat-Right-Front-Three-Quarter-65346.jpg?wm=0&amp;t=155511107&amp;t=155511107&amp;q=85;http://imgd.aeplcdn.com/1056x594/cw/ec/21745/Chevrolet-Beat-left-rear-three-quarter-65348.jpg?wm=0&amp;t=155738550&amp;t=155738550&amp;q=85;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;,3640,1595,1520,2375,165,,170,5,5,2,1199,79,6200,108,4400,Manual,5,FWD,S-TEC II ,"4, Inline ",,,"4, DOHC ",No ,No ,,No ,No ,No ,No ,No ,Petrol,Not Applicable,18.6,35,McPherson Strut ,Compound Link Type ,Disc ,Drum ,Power assisted (Electric) ,4.8,Alloy Wheels ,Alloy ,155 / 70 R14,155 / 70 R14,Caviar Black;Satin Steel Grey;Sandrift Grey;Pull Me Over Red;Cocktail Green;Summit White;Switch Blade Silver;,background-color:#1F1F1F;height:100%;background-color:#555128;height:100%;background-color:#555148;height:100%;background-color:#AA2621;height:100%;background-color:#C3D078;height:100%;background-color:#c5cccb;height:100%;background-color:#dadee1;height:100%;,2 (Driver &amp; Co-Driver),No ,No ,No ,No ,No ,Yes ,Yes,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,Remote,No ,Yes ,Manual,No ,Yes ,Tilt ,No ,No ,No ,No ,No ,Manual - Internal Only ,Co-Driver Only ,Yes ,No ,Fabric,No ,No ,Manual with Height Adjustment ,Front &amp; Rear ,Manual ,No ,No ,No ,Bench ,No ,No ,No ,No ,No ,Dual Tone ,Silver and Black ,No ,Partial ,60:40 split ,No ,Yes ,Front &amp; Rear ,No ,Front &amp; Rear ,No ,No ,No ,No ,No ,No ,Front &amp; Rear,Body Coloured ,Internally Adjustable ,Yes ,Yes ,Yes ,Body Coloured ,Painted ,No ,Front ,No ,No ,Internal with Remote ,No ,No ,Yes ,Yes ,No ,No ,No ,No ,Conventional ,No ,No ,No ,Front ,Conventional ,Front ,No ,No ,No ,No ,Digital ,Electronic 2 Trips ,No ,No ,No ,Digital ,Yes ,Yes ,No ,No ,No ,No ,Digital ,No ,Yes ,2 Din ,No ,No ,No ,4,Yes ,Yes ,No ,Yes ,Yes ,No ,Yes ,No ,No ,Yes ,No ,3,100000,
,4535,Chevrolet,Beat,PS Diesel,Production,Mini car,Hatchback,4.94 Lakhs,,http://imgd.aeplcdn.com/1056x594/cw/ec/21745/Chevrolet-Beat-Right-Front-Three-Quarter-81148.jpg?wm=0&amp;q=85;http://imgd.aeplcdn.com/1056x594/cw/ec/21745/Chevrolet-Beat-Right-Front-Three-Quarter-65346.jpg?wm=0&amp;t=155511107&amp;t=155511107&amp;q=85;http://imgd.aeplcdn.com/1056x594/cw/ec/21745/Chevrolet-Beat-left-rear-three-quarter-65348.jpg?wm=0&amp;t=155738550&amp;t=155738550&amp;q=85;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;,3640,1595,1520,2375,175,,170,5,5,2,936,57,4000,150,1750,Manual,5,FWD,1.0 XSDE ,"3, Inline ",,,"4, DOHC ",No ,No ,,Turbocharged ,Fixed Geometry ,No ,No ,No ,Diesel,Not Applicable,25.44,35,McPherson Strut ,Compound Link Type ,Disc ,Drum ,Power assisted (Electric) ,4.8,Steel Rims ,Steel ,165 / 65 R14,165 / 65 R14,Caviar Black;Satin Steel Grey;Sandrift Grey;Pull Me Over Red;Cocktail Green;Summit White;Switch Blade Silver;,background-color:#1F1F1F;height:100%;background-color:#555128;height:100%;background-color:#555148;height:100%;background-color:#AA2621;height:100%;background-color:#C3D078;height:100%;background-color:#c5cccb;height:100%;background-color:#dadee1;height:100%;,No,No ,No ,No ,No ,No ,Yes ,No,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No,No ,Yes ,Manual,No ,Yes ,No ,No ,No ,No ,No ,No ,No ,No ,Yes ,No ,Fabric,No ,No ,Manual ,Front ,Manual ,No ,No ,No ,Bench ,No ,No ,No ,No ,No ,Dual Tone ,Silver and Black ,No ,No ,No ,No ,Yes ,Front ,No ,Front &amp; Rear ,No ,No ,No ,No ,No ,No ,No,Black - Driver Only ,Internally Adjustable ,No ,No ,No ,Black ,Black ,No ,Front ,No ,No ,Internal with Remote ,No ,No ,No ,Yes ,No ,No ,No ,No ,Conventional ,No ,No ,No ,No ,Conventional ,Front ,No ,No ,No ,No ,Digital ,Electronic 2 Trips ,No ,No ,No ,No ,Yes ,Yes ,No ,No ,No ,No ,Digital ,No ,No ,Not Available ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,3,100000,
,4532,Chevrolet,Beat,PS Petrol,Production,Mini car,Hatchback,3.96 Lakhs,,http://imgd.aeplcdn.com/1056x594/cw/ec/21745/Chevrolet-Beat-Right-Front-Three-Quarter-81148.jpg?wm=0&amp;q=85;http://imgd.aeplcdn.com/1056x594/cw/ec/21745/Chevrolet-Beat-Right-Front-Three-Quarter-65346.jpg?wm=0&amp;t=155511107&amp;t=155511107&amp;q=85;http://imgd.aeplcdn.com/1056x594/cw/ec/21745/Chevrolet-Beat-left-rear-three-quarter-65348.jpg?wm=0&amp;t=155738550&amp;t=155738550&amp;q=85;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;http://imgd.aeplcdn.com/0x0/statics/grey.gif;,3640,1595,1520,2375,165,,170,5,5,2,1199,79,6200,108,4400,Manual,5,FWD,S-TEC II ,"4, Inline ",,,"4, DOHC ",No ,No ,,No ,No ,No ,No ,No ,Petrol,Not Applicable,18.6,35,McPherson Strut ,Compound Link Type ,Disc ,Drum ,Power assisted (Electric) ,4.8,Steel Rims ,Steel ,155 / 70 R14,155 / 70 R14,Caviar Black;Satin Steel Grey;Sandrift Grey;Pull Me Over Red;Cocktail Green;Summit White;Switch Blade Silver;,background-color:#1F1F1F;height:100%;background-color:#555128;height:100%;background-color:#555148;height:100%;background-color:#AA2621;height:100%;background-color:#C3D078;height:100%;background-color:#c5cccb;height:100%;background-color:#dadee1;height:100%;,No,No ,No ,No ,No ,No ,Yes ,No,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No,No ,Yes ,Manual,No ,Yes ,No ,No ,No ,No ,No ,No ,No ,No ,Yes ,No ,Fabric,No ,No ,Manual ,No ,Manual ,No ,No ,No ,Bench ,No ,No ,No ,No ,No ,Dual Tone ,Silver and Black ,No ,No ,No ,No ,Yes ,Front ,No ,Front &amp; Rear ,No ,No ,No ,No ,No ,No ,No,Black - Driver Only ,Internally Adjustable ,No ,No ,No ,Black ,Black ,No ,Front ,No ,No ,Internal with Remote ,No ,No ,No ,Yes ,No ,No ,No ,No ,Conventional ,No ,No ,No ,No ,Conventional ,Front ,No ,No ,No ,No ,Digital ,Electronic 2 Trips ,No ,No ,No ,No ,Yes ,Yes ,No ,No ,No ,No ,Digital ,No ,No ,Not Available ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,No ,3,100000,
